bbox_diagonal,n_mesh_verts,n_mesh_faces,watertight,skel_nodes,skel_edges,skel_length,skel_terminals,skel_branches,cyclomatic,sdf_n,sdf_med,sdf_mean,sdf_p10,sdf_p90,sdf_cv,sk_closest_diam_n,sk_closest_diam_med,sk_closest_diam_mean,sk_closest_diam_p10,sk_closest_diam_p90,sk_closest_diam_cv,sk_anchored_diam_n,sk_anchored_diam_med,sk_anchored_diam_mean,sk_anchored_diam_p10,sk_anchored_diam_p90,sk_anchored_diam_cv,mel_0.1D,mel_0.1D_over_sdf_med,D_over_sdf_med,L_over_sdf_med,spine
2710.4504137430713,2378.0,4788.0,1.0,376.0,383.0,8828.702750704158,17.0,25.0,8.0,150.0,78.99155090712043,83.10007477680631,36.85597408367293,135.74190262096153,0.5467746072228981,376.0,46.18635452763738,50.21337350790972,14.070963172816814,93.59350171580184,0.643032188400251,60.0,105.59499256391027,121.6093804019728,68.22478958977979,205.44080345174115,0.5166874561179762,271.0450413743071,3.431316872015924,34.31316872015925,111.76768463610865,1
616.8458354540146,508.0,1016.0,1.0,122.0,122.0,657.7528570120653,4.0,4.0,1.0,150.0,75.83935730292609,73.75543529424387,31.352121779279592,117.48975329930971,0.4330984385992759,122.0,48.04691177257985,45.12817474921327,8.818853940606584,74.24323825718503,0.5228364899149684,60.0,92.03236363879523,89.96506064467684,32.5674298818869,148.22996711069428,0.47162125345814204,61.684583545401466,0.8133584689940603,8.133584689940601,8.67297509372073,2
1911.243208605677,8008.0,16058.0,0.0,714.0,723.0,10391.084203830545,36.0,47.0,10.0,150.0,95.20497111932877,104.80580203289833,34.83599217983591,171.7514570454293,0.6719039002060593,714.0,58.76579544794636,66.48023043719391,20.775087782289056,119.8013154950422,0.6938600334688504,60.0,125.86350611299933,137.63620102377055,76.40217277650258,195.07186531221868,0.5560588505632137,191.1243208605677,2.007503585301389,20.075035853013887,109.14434489777308,3
